"","ID","word","nugget","argument","Attack"
"1055",1589,"all","O","B-Vulnerability","DiscoverVulnerability"
"1056",1589,"website","O","I-Vulnerability","DiscoverVulnerability"
"1057",1589,"build","O","I-Vulnerability","DiscoverVulnerability"
"1058",1589,"website","O","I-System","DiscoverVulnerability"
"1059",1613,"Discloses","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1060",1616,"Responsible","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1061",1616,"disclosure","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1062",1616,"'s","O","I-Vulnerability","DiscoverVulnerability"
"1063",1616,"CDN","O","I-Vulnerability","DiscoverVulnerability"
"1064",1617,"Cloudflare","O","B-System","DiscoverVulnerability"
"1065",1617,"Execution","O","B-Vulnerability","DiscoverVulnerability"
"1066",1617,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"1067",1617,"CVE-2019-16759","O","I-Vulnerability","DiscoverVulnerability"
"1068",1617,")","O","I-Vulnerability","DiscoverVulnerability"
"1069",1617,"in","O","I-Vulnerability","DiscoverVulnerability"
"1070",1617,"https://blog.cloudflare.com/cloudflares-protection-against-a-new-remote-code-execution-vulnerability-cve-2019-16759-in-vbulletin/Ã<U+0082>Â Ã¢Â<U+0080>Â¦","O","B-CVE","DiscoverVulnerability"
"1071",1618,"affected","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1072",1618,"#powerless","O","B-Vulnerability","DiscoverVulnerability"
"1073",1618,"A","O","I-Vulnerability","DiscoverVulnerability"
"1074",1618,"has","B-DiscoverVulnerability","B-Organization","DiscoverVulnerability"
"1075",1618,"made","I-DiscoverVulnerability","I-Organization","DiscoverVulnerability"
"1076",1618,"known","I-DiscoverVulnerability","I-Organization","DiscoverVulnerability"
"1077",1618,"a","O","I-Organization","DiscoverVulnerability"
"1078",1618,"#Apple","O","B-Vulnerability","DiscoverVulnerability"
"1079",1618,"devices","O","I-Vulnerability","DiscoverVulnerability"
"1080",1619,"What","O","B-Device","DiscoverVulnerability"
"1081",1619,"you","O","B-Device","DiscoverVulnerability"
"1082",1619,"might","O","I-Device","DiscoverVulnerability"
"1083",1634,"said","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1084",1634,"was","O","B-Vulnerability","DiscoverVulnerability"
"1085",1634,"looking","O","I-Vulnerability","DiscoverVulnerability"
"1086",1634,"at","O","I-Vulnerability","DiscoverVulnerability"
"1087",1652,"update","B-PatchVulnerability","O","PatchVulnerability"
"1088",1666,"was","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1089",1666,"found","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1090",1666,"in","O","B-Vulnerability","DiscoverVulnerability"
"1091",1666,"Elegant","O","I-Vulnerability","DiscoverVulnerability"
"1092",1666,"to","O","I-Software","DiscoverVulnerability"
"1093",1666,"1.2.3","O","I-Software","DiscoverVulnerability"
"1094",1666,")","O","B-System","DiscoverVulnerability"
"1095",1669,"IE","O","B-CVE","DiscoverVulnerability"
"1096",1669,"found","O","I-Vulnerability","DiscoverVulnerability"
"1097",1669,"system","O","I-Capabilities","DiscoverVulnerability"
"1098",1669,".","O","I-Capabilities","DiscoverVulnerability"
"1099",1670,"Here","O","I-Capabilities","DiscoverVulnerability"
"1100",1670,"Ã¢Â<U+0080>Â<U+0099>s","O","I-Capabilities","DiscoverVulnerability"
"1101",1670,"an","O","I-Capabilities","DiscoverVulnerability"
"1102",1683,"patches","B-PatchVulnerability","O","PatchVulnerability"
"1103",1683,"critical","O","B-Organization","PatchVulnerability"
"1104",1683,"with","O","B-Vulnerability","PatchVulnerability"
"1105",1683,"iOS","O","I-Vulnerability","PatchVulnerability"
"1106",1683,"11.0.01","O","I-Vulnerability","PatchVulnerability"
"1107",1683,"update","O","I-Vulnerability","PatchVulnerability"
"1108",1684,"Siemens","O","B-System","PatchVulnerability"
"1109",1684,"Patches","O","B-Version","PatchVulnerability"
"1110",1685,"patches","B-PatchVulnerability","O","PatchVulnerability"
"1111",1685,"critical","O","B-Organization","PatchVulnerability"
"1112",1685,"with","O","B-Vulnerability","PatchVulnerability"
"1113",1685,"iOS","O","I-Vulnerability","PatchVulnerability"
"1114",1685,"11.0.01","O","I-Vulnerability","PatchVulnerability"
"1115",1685,"update","O","I-Vulnerability","PatchVulnerability"
"1116",1686,"Take","O","B-System","PatchVulnerability"
"1117",1686,"a","O","B-Version","PatchVulnerability"
"1118",1691,"patches","B-PatchVulnerability","O","PatchVulnerability"
"1119",1691,"critical","O","B-Organization","PatchVulnerability"
"1120",1691,"with","O","B-Vulnerability","PatchVulnerability"
"1121",1691,"iOS","O","I-Vulnerability","PatchVulnerability"
"1122",1691,"11.0.01","O","I-Vulnerability","PatchVulnerability"
"1123",1691,"update","O","I-Vulnerability","PatchVulnerability"
"1124",1692,"Thx","O","B-System","PatchVulnerability"
"1125",1692,"for","O","B-Version","PatchVulnerability"
"1126",1703,"patches","B-PatchVulnerability","O","PatchVulnerability"
"1127",1703,"critical","O","B-Organization","PatchVulnerability"
"1128",1703,"with","O","B-Vulnerability","PatchVulnerability"
"1129",1703,"iOS","O","I-Vulnerability","PatchVulnerability"
"1130",1703,"11.0.01","O","I-Vulnerability","PatchVulnerability"
"1131",1703,"update","O","I-Vulnerability","PatchVulnerability"
"1132",1704,"Siemens","O","B-System","PatchVulnerability"
"1133",1704,"Patches","O","B-Version","PatchVulnerability"
"1134",1705,"patches","B-PatchVulnerability","O","PatchVulnerability"
"1135",1705,"critical","O","B-Organization","PatchVulnerability"
"1136",1705,"with","O","B-Vulnerability","PatchVulnerability"
"1137",1705,"iOS","O","I-Vulnerability","PatchVulnerability"
"1138",1705,"11.0.01","O","I-Vulnerability","PatchVulnerability"
"1139",1705,"update","O","I-Vulnerability","PatchVulnerability"
"1140",1706,"Take","O","B-System","PatchVulnerability"
"1141",1706,"a","O","B-Version","PatchVulnerability"
"1142",1711,"patches","B-PatchVulnerability","O","PatchVulnerability"
"1143",1711,"critical","O","B-Organization","PatchVulnerability"
"1144",1711,"with","O","B-Vulnerability","PatchVulnerability"
"1145",1711,"iOS","O","I-Vulnerability","PatchVulnerability"
"1146",1711,"11.0.01","O","I-Vulnerability","PatchVulnerability"
"1147",1711,"update","O","I-Vulnerability","PatchVulnerability"
"1148",1712,"Thx","O","B-System","PatchVulnerability"
"1149",1712,"for","O","B-Version","PatchVulnerability"
"1150",1718,"are","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1151",1718,"with","O","B-Vulnerability","DiscoverVulnerability"
"1152",1718,"our","O","I-Vulnerability","DiscoverVulnerability"
"1153",1727,"suffers","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1154",1727,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"1155",1727,"that","O","I-Vulnerability","DiscoverVulnerability"
"1156",1727,"allows","O","I-Vulnerability","DiscoverVulnerability"
"1157",1727,"for","O","I-Vulnerability","DiscoverVulnerability"
"1158",1727,"authentica","O","I-Vulnerability","DiscoverVulnerability"
"1159",1728,"suffers","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1160",1728,".","O","I-Vulnerability","DiscoverVulnerability"
"1161",1729,"MyBuilder","O","I-Vulnerability","DiscoverVulnerability"
"1162",1729,"Clone","O","I-Vulnerability","DiscoverVulnerability"
"1163",1729,"1.0","O","I-Vulnerability","DiscoverVulnerability"
"1164",1729,"suffers","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1165",1729,"from","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1166",1729,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"1167",1729,".","O","I-Vulnerability","DiscoverVulnerability"
"1168",1730,"Android","O","I-Vulnerability","DiscoverVulnerability"
"1169",1730,"malware","O","I-Vulnerability","DiscoverVulnerability"
"1170",1730,"ZNIU","O","I-Vulnerability","DiscoverVulnerability"
"1171",1731,"suffers","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1172",1731,"from","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1173",1731,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"1174",1731,"that","O","I-Vulnerability","DiscoverVulnerability"
"1175",1731,"allows","O","I-Vulnerability","DiscoverVulnerability"
"1176",1731,"for","O","I-Vulnerability","DiscoverVulnerability"
"1177",1731,"Ã¢Â<U+0080>Â¦","O","I-Vulnerability","DiscoverVulnerability"
"1178",1732,"suffers","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1179",1732,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"1180",1732,".","O","I-Vulnerability","DiscoverVulnerability"
"1181",1733,"MyBuilder","O","I-Vulnerability","DiscoverVulnerability"
"1182",1733,"Clone","O","I-Vulnerability","DiscoverVulnerability"
"1183",1733,"1.0","O","I-Vulnerability","DiscoverVulnerability"
"1184",1733,"suffers","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1185",1733,"from","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1186",1733,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"1187",1733,".","O","I-Vulnerability","DiscoverVulnerability"
"1188",1734,"Vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"1189",1734,"and","O","I-Vulnerability","DiscoverVulnerability"
"1190",1734,"Honesty","O","I-Vulnerability","DiscoverVulnerability"
"1191",1748,"fixes","B-PatchVulnerability","O","PatchVulnerability"
"1192",1748,"around","O","B-Vulnerability","PatchVulnerability"
"1193",1749,"Find","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1194",1752,"suffer","O","B-Version","DiscoverVulnerability"
"1195",1752,"from","O","I-Version","DiscoverVulnerability"
"1196",1752,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"1197",1752,".","O","I-Vulnerability","DiscoverVulnerability"
"1198",1753,"HP","O","I-Vulnerability","DiscoverVulnerability"
"1199",1753,"Security","O","I-Vulnerability","DiscoverVulnerability"
"1200",1753,"Bulletin","O","I-Vulnerability","DiscoverVulnerability"
"1201",1758,"suffer","O","B-Version","DiscoverVulnerability"
"1202",1758,"from","O","I-Version","DiscoverVulnerability"
"1203",1758,"vulnerability","O","B-Vulnerability","DiscoverVulnerability"
"1204",1758,".","O","I-Vulnerability","DiscoverVulnerability"
"1205",1759,"Found","O","I-Vulnerability","DiscoverVulnerability"
"1206",1759,"this","O","I-Vulnerability","DiscoverVulnerability"
"1207",1759,"little","O","I-Vulnerability","DiscoverVulnerability"
"1208",1775,"vulnerability","O","B-Organization","DiscoverVulnerability"
"1209",1775,"Ruggedcom","O","B-Vulnerability","DiscoverVulnerability"
"1210",1775,"Discovery","O","I-Vulnerability","DiscoverVulnerability"
"1211",1775,"Protocol","O","I-Vulnerability","DiscoverVulnerability"
"1212",1776,"""","O","B-System","DiscoverVulnerability"
"1213",1776,"The","O","I-System","DiscoverVulnerability"
"1214",1776,"CEO","O","I-System","DiscoverVulnerability"
"1215",1804,"confirm","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1216",1804,"WP","O","B-Vulnerability","DiscoverVulnerability"
"1217",1804,"4.8.2","O","I-Vulnerability","DiscoverVulnerability"
"1218",1804,"no","O","B-System","DiscoverVulnerability"
"1219",1804,"official","O","B-Version","DiscoverVulnerability"
"1220",1830,"https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-14344Ã<U+0082>Â Ã¢Â<U+0080>Â¦","O","B-CVE","DiscoverVulnerability"
"1221",1830,"12.4","O","I-Capabilities","DiscoverVulnerability"
"1222",1833,"exploited","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1223",1834,"exploited","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1224",1836,"at","O","B-Device","DiscoverVulnerability"
"1225",1836,"Security","O","B-Person","DiscoverVulnerability"
"1226",1836,"uncovered","B-DiscoverVulnerability","I-Person","DiscoverVulnerability"
"1227",1836,"firmware","O","I-Organization","DiscoverVulnerability"
"1228",1836,"vulnerability","O","I-Organization","DiscoverVulnerability"
"1229",1836,"could","O","B-Vulnerability","DiscoverVulnerability"
"1230",1836,"affe","O","I-Vulnerability","DiscoverVulnerability"
"1231",1836,"Ã¢Â<U+0080>Â¦","O","I-Vulnerability","DiscoverVulnerability"
"1232",1843,"updated","I-PatchVulnerability","O","PatchVulnerability"
"1233",1843,"CVE","O","B-Vulnerability","PatchVulnerability"
"1234",1843,":","O","I-Vulnerability","PatchVulnerability"
"1235",1853,"8.5.0","O","B-Vulnerability","PatchVulnerability"
"1236",1853,"has","O","I-Vulnerability","PatchVulnerability"
"1237",1885,"affect","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1238",1919,"vulnerability","O","B-CVE","DiscoverVulnerability"
"1239",1919,"has","B-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1240",1919,"been","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1241",1919,"identified","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1242",1919,"in","O","I-Vulnerability","DiscoverVulnerability"
"1243",1919,"...","O","B-Software","DiscoverVulnerability"
"1244",1919,"http://bit.ly/2xDl2xrÃ<U+0082>Â ","O","I-System","DiscoverVulnerability"
"1245",1920,"CVE-2017-14351","O","I-Software","DiscoverVulnerability"
"1246",1920,"A","O","I-Software","DiscoverVulnerability"
"1247",1920,"vulnerability","O","B-CVE","DiscoverVulnerability"
"1248",1920,"has","B-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1249",1920,"been","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1250",1920,"identified","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1251",1920,"in","O","I-Vulnerability","DiscoverVulnerability"
"1252",1920,"...","O","B-Software","DiscoverVulnerability"
"1253",1920,"http://bit.ly/2ka81WDÃ<U+0082>Â ","O","I-System","DiscoverVulnerability"
"1254",1921,"**","O","I-System","DiscoverVulnerability"
"1255",1921,"capacity","O","I-Software","DiscoverVulnerability"
"1256",1924,"vulnerability","O","B-CVE","DiscoverVulnerability"
"1257",1924,"has","B-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1258",1924,"been","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1259",1924,"identified","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1260",1924,"in","O","I-Vulnerability","DiscoverVulnerability"
"1261",1924,"...","O","B-Software","DiscoverVulnerability"
"1262",1924,"http://bit.ly/2xDl2xrÃ<U+0082>Â ","O","I-System","DiscoverVulnerability"
"1263",1925,"CVE-2017-14351","O","I-Software","DiscoverVulnerability"
"1264",1925,"A","O","I-Software","DiscoverVulnerability"
"1265",1925,"vulnerability","O","B-CVE","DiscoverVulnerability"
"1266",1925,"has","B-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1267",1925,"been","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1268",1925,"identified","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1269",1925,"in","O","I-Vulnerability","DiscoverVulnerability"
"1270",1925,"...","O","B-Software","DiscoverVulnerability"
"1271",1925,"http://bit.ly/2ka81WDÃ<U+0082>Â ","O","I-System","DiscoverVulnerability"
"1272",1926,"I","O","I-System","DiscoverVulnerability"
"1273",1926,"loved","O","I-Software","DiscoverVulnerability"
"1274",1929,"have","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1275",1929,"vulnerable","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1276",1932,"revealed","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1277",1934,"found","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1278",1936,"exposed","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1279",1936,"physical","O","B-Person","DiscoverVulnerability"
"1280",1936,",","O","I-Vulnerability","DiscoverVulnerability"
"1281",1943,"has","B-PatchVulnerability","O","PatchVulnerability"
"1282",1943,"released","I-PatchVulnerability","O","PatchVulnerability"
"1283",1943,"a","O","B-Organization","PatchVulnerability"
"1284",1943,"fix","O","I-Organization","PatchVulnerability"
"1285",1943,"vulnerability","O","B-Patch","PatchVulnerability"
"1286",1943,",","O","I-Patch","PatchVulnerability"
"1287",1943,".","O","B-Vulnerability","PatchVulnerability"
"1288",1944,"Apache","O","I-Vulnerability","PatchVulnerability"
"1289",1944,"has","B-PatchVulnerability","B-CVE","PatchVulnerability"
"1290",1944,"released","I-PatchVulnerability","O","PatchVulnerability"
"1291",1944,"a","O","B-Organization","PatchVulnerability"
"1292",1944,"fix","O","I-Organization","PatchVulnerability"
"1293",1944,"vulnerability","O","B-Patch","PatchVulnerability"
"1294",1944,",","O","I-Patch","PatchVulnerability"
"1295",1944,".","O","B-Vulnerability","PatchVulnerability"
"1296",1945,"Apache","O","I-Vulnerability","PatchVulnerability"
"1297",1945,"has","B-PatchVulnerability","B-CVE","PatchVulnerability"
"1298",1945,"released","I-PatchVulnerability","O","PatchVulnerability"
"1299",1945,"a","O","B-Organization","PatchVulnerability"
"1300",1945,"fix","O","I-Organization","PatchVulnerability"
"1301",1945,"vulnerability","O","B-Patch","PatchVulnerability"
"1302",1945,",","O","I-Patch","PatchVulnerability"
"1303",1945,".","O","B-Vulnerability","PatchVulnerability"
"1304",1946,"http://ow.ly/dqNs30fuM2JÃ<U+0082>Â ","O","I-Vulnerability","PatchVulnerability"
"1305",1946,"cure","O","B-CVE","PatchVulnerability"
"1306",1950,"anywhere","O","B-CVE","PatchVulnerability"
"1307",1950,"exists","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1308",1950,"on","O","I-Vulnerability","DiscoverVulnerability"
"1309",1950,"the","O","I-Vulnerability","DiscoverVulnerability"
"1310",1950,"Secure","O","I-Vulnerability","DiscoverVulnerability"
"1311",1951,"anywhere","O","B-CVE","DiscoverVulnerability"
"1312",1951,"exists","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1313",1951,"in","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1314",1951,"Schneider","O","B-Vulnerability","DiscoverVulnerability"
"1315",1951,"Electric","O","I-Vulnerability","DiscoverVulnerability"
"1316",1952,"anywhere","O","B-CVE","DiscoverVulnerability"
"1317",1952,"exists","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1318",1952,"in","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1319",1952,"Schneider","O","B-Vulnerability","DiscoverVulnerability"
"1320",1952,"Electric","O","I-Vulnerability","DiscoverVulnerability"
"1321",1953,"anywhere","O","B-CVE","DiscoverVulnerability"
"1322",1953,"exists","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1323",1953,"in","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1324",1953,"Schneider","O","B-Vulnerability","DiscoverVulnerability"
"1325",1953,"Electric","O","I-Vulnerability","DiscoverVulnerability"
"1326",1969,"Disclosing","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1327",1969,"the","O","B-Vulnerability","DiscoverVulnerability"
"1328",1969,"Ucopia","O","I-Vulnerability","DiscoverVulnerability"
"1329",1969,"WiFi","O","I-Vulnerability","DiscoverVulnerability"
"1330",1969,".","O","B-Device","DiscoverVulnerability"
"1331",1970,"Vulnerability","O","I-Device","DiscoverVulnerability"
"1332",1970,"is","O","I-Device","DiscoverVulnerability"
"1333",1970,"my","O","I-Device","DiscoverVulnerability"
"1334",1973,"What","O","I-Vulnerability","DiscoverVulnerability"
"1335",1980,"has","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1336",1980,"been","I-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1337",1980,"identified","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1338",1980,"in","O","I-Vulnerability","DiscoverVulnerability"
"1339",1980,"shipped","O","B-System","DiscoverVulnerability"
"1340",1980,"with","O","I-System","DiscoverVulnerability"
"1341",1980,"http://crwd.fr/2xEKEZZÃ<U+0082>Â ","O","I-System","DiscoverVulnerability"
"1342",1981,"Watching","O","I-System","DiscoverVulnerability"
"1343",1983,"can","B-Databreach","O","Databreach"
"1344",1983,"steal","I-Databreach","O","Databreach"
"1345",1983,"the","O","B-Person","Databreach"
"1346",1984,"'s","O","B-PII","Databreach"
"1347",1984,"AMP","O","B-PII","Databreach"
"1348",1984,"a","O","B-Organization","Databreach"
"1349",1984,"security","O","I-Organization","Databreach"
"1350",1984,"vulnerability","O","B-Organization","Databreach"
"1351",1984,"refused","O","I-Vulnerability","Databreach"
"1352",1984,"to","O","I-Vulnerability","Databreach"
"1353",1984,"fix","I-PatchVulnerability","O","PatchVulnerability"
"1354",1984,"!!","O","B-Organization","PatchVulnerability"
"1355",1989,"#OSX","O","I-Vulnerability","PatchVulnerability"
"1356",2006,"acknowledged","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1357",2010,"analyzed","B-PatchVulnerability","O","PatchVulnerability"
"1358",2010,"the","O","B-Organization","PatchVulnerability"
"1359",2010,"REST","O","B-Patch","PatchVulnerability"
"1360",2010,"to","O","I-Patch","PatchVulnerability"
"1361",2010,"fix","B-PatchVulnerability","O","PatchVulnerability"
"1362",2010,"the","O","B-System","PatchVulnerability"
"1363",2011,"Prestashop","O","B-Vulnerability","PatchVulnerability"
"1364",2011,"VTEM","O","I-Vulnerability","PatchVulnerability"
"1365",2011,"Skitter","O","B-CVE","PatchVulnerability"
"1366",2028,"report","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1367",2030,"understanding","O","B-Person","DiscoverVulnerability"
"1368",2030,"hazard","O","I-Person","DiscoverVulnerability"
"1369",2045,"updated","B-PatchVulnerability","O","PatchVulnerability"
"1370",2046,".","O","I-Vulnerability","PatchVulnerability"
"1371",2048,"weakness","O","B-Vulnerability","PatchVulnerability"
"1372",2049,"to","O","I-Vulnerability","PatchVulnerability"
"1373",2049,"https://buff.ly/2fD9enWÃ<U+0082>Â ","O","B-Device","PatchVulnerability"
"1374",2049,"#Techpic.twitter.com","O","I-Device","PatchVulnerability"
"1375",2086,"and","O","I-Vulnerability","PatchVulnerability"
"1376",2086,"subsystem","O","B-System","PatchVulnerability"
"1377",2086,"-","O","I-System","PatchVulnerability"
"1378",2086,"https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170927-dhcpÃ<U+0082>Â Ã¢Â<U+0080>Â¦","O","I-System","PatchVulnerability"
"1379",2087,"is","O","I-System","PatchVulnerability"
"1380",2089,"Fix","B-PatchVulnerability","O","PatchVulnerability"
"1381",2110,"https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-4668Ã<U+0082>Â Ã¢Â<U+0080>Â¦","O","B-CVE","PatchVulnerability"
"1382",2110,"2.3.0","O","I-Vulnerability","PatchVulnerability"
"1383",2110,"and","O","I-Vulnerability","PatchVulnerability"
"1384",2110,"allows","O","B-System","PatchVulnerability"
"1385",2111,"https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5169Ã<U+0082>Â Ã¢Â<U+0080>Â¦","O","B-CVE","PatchVulnerability"
"1386",2111,".","O","B-System","PatchVulnerability"
"1387",2112,"CVE-2015-5282","O","I-System","PatchVulnerability"
"1388",2112,"foreman","O","I-Version","PatchVulnerability"
"1389",2112,"https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5282Ã<U+0082>Â Ã¢Â<U+0080>Â¦","O","B-CVE","PatchVulnerability"
"1390",2112,"in","O","I-Vulnerability","PatchVulnerability"
"1391",2112,".","O","B-Software","PatchVulnerability"
"1392",2114,"https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-8744Ã<U+0082>Â Ã¢Â<U+0080>Â¦","O","B-CVE","PatchVulnerability"
"1393",2114,"vulnerability","O","B-Vulnerability","PatchVulnerability"
"1394",2114,"exists","B-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1395",2114,"in","I-DiscoverVulnerability","I-Vulnerability","DiscoverVulnerability"
"1396",2114,"Excel","O","I-Vulnerability","DiscoverVulnerability"
"1397",2114,"Services","O","I-Vulnerability","DiscoverVulnerability"
"1398",2114,"Excel","O","B-System","DiscoverVulnerability"
"1399",2114,"2007","O","I-System","DiscoverVulnerability"
"1400",2115,"MISA","O","B-System","DiscoverVulnerability"
"1401",2115,"Summit","O","I-System","DiscoverVulnerability"
"1402",2115,"Highlights","O","I-System","DiscoverVulnerability"
"1403",2115,"Vulnerability","O","I-System","DiscoverVulnerability"
"1404",2116,"control","O","I-Capabilities","DiscoverVulnerability"
"1405",2122,"blog","O","B-Person","DiscoverVulnerability"
"1406",2122,"found","B-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1407",2122,"in","O","I-Vulnerability","DiscoverVulnerability"
"1408",2122,"#nubank","O","B-Person","DiscoverVulnerability"
"1409",2129,"published","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1410",2129,"affecting","B-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1411",2129,"8.5.0","O","I-Vulnerability","DiscoverVulnerability"
"1412",2129,":","O","I-Vulnerability","DiscoverVulnerability"
"1413",2129,"http://nsrc.io/2fwBQvpÃ<U+0082>Â ","O","I-Vulnerability","DiscoverVulnerability"
"1414",2140,"remain","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1415",2140,"vulnerable","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1416",2140,"to","O","B-System","DiscoverVulnerability"
"1417",2141,"found","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1418",2141,".","O","I-Vulnerability","DiscoverVulnerability"
"1419",2146,"#FindIT","O","I-Vulnerability","DiscoverVulnerability"
"1420",2146,"allow","O","I-System","DiscoverVulnerability"
"1421",2146,"a","O","I-Organization","DiscoverVulnerability"
"1422",2150,"2017","O","I-Vulnerability","DiscoverVulnerability"
"1423",2150,"http://dlvr.it/PrJZ1DÃ<U+0082>Â ","O","I-Vulnerability","DiscoverVulnerability"
"1424",2191,"found","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1425",2191,"in","O","B-Person","DiscoverVulnerability"
"1426",2191,"web","O","B-Vulnerability","DiscoverVulnerability"
"1427",2191,"page","O","I-Vulnerability","DiscoverVulnerability"
"1428",2192,"misogyny","O","B-Person","DiscoverVulnerability"
"1429",2204,"Soiled","O","I-Organization","DiscoverVulnerability"
"1430",2204,"found","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1431",2216,"is","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1432",2216,"made","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1433",2216,"known","I-DiscoverVulnerability","B-Vulnerability","DiscoverVulnerability"
"1434",2216,";","O","I-Vulnerability","DiscoverVulnerability"
"1435",2216,"is","B-PatchVulnerability","O","PatchVulnerability"
"1436",2216,"available","I-PatchVulnerability","O","PatchVulnerability"
"1437",2224,"vulnerability","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1438",2224,"disclosure","I-DiscoverVulnerability","O","DiscoverVulnerability"
"1439",2237,"have","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1440",2237,"Twitter","O","I-Vulnerability","DiscoverVulnerability"
"1441",2237,",","O","I-Vulnerability","DiscoverVulnerability"
"1442",2254,"Ã¢Â<U+0080>Â¦","O","I-Organization","DiscoverVulnerability"
"1443",2270,"stole","B-Databreach","B-Person","Databreach"
"1444",2271,"New","O","B-Data","Databreach"
"1445",2271,"post","O","B-Person","Databreach"
"1446",2273,"stressed","B-DiscoverVulnerability","O","DiscoverVulnerability"
"1447",2274,"was","B-PatchVulnerability","O","PatchVulnerability"
"1448",2274,"partially","I-PatchVulnerability","O","PatchVulnerability"
"1449",2274,"withdrawn","I-PatchVulnerability","O","PatchVulnerability"
"1450",2285,"breach","I-Databreach","O","Databreach"
