"","ID","word","nugget","argument","Attack"
"15362",61,"12","O","B-Number","Databreach"
"15363",61,"hotels","O","B-Organization","Databreach"
"15364",905,"the","B-Databreach","O","Databreach"
"15365",905,"breach","I-Databreach","O","Databreach"
"15366",905,"guests","O","B-Person","Databreach"
"15367",905,"their","O","B-PII","Databreach"
"15368",905,"credit","O","I-PII","Databreach"
"15369",905,"cards","O","I-PII","Databreach"
"15370",905,"the","O","B-GPE","Databreach"
"15371",905,"United","O","I-GPE","Databreach"
"15372",905,"States","O","I-GPE","Databreach"
"15373",905,"Puerto","O","B-GPE","Databreach"
"15374",905,"Rico","O","I-GPE","Databreach"
"15375",905,"between","O","B-Time","Databreach"
"15376",905,"September","O","I-Time","Databreach"
"15377",905,"29","O","I-Time","Databreach"
"15378",905,",","O","I-Time","Databreach"
"15379",905,"2016","O","I-Time","Databreach"
"15380",905,"and","O","I-Time","Databreach"
"15381",905,"December","O","I-Time","Databreach"
"15382",905,"29","O","I-Time","Databreach"
"15383",1570,"the","O","B-Organization","Databreach"
"15384",1570,"Intercontinental","O","I-Organization","Databreach"
"15385",1570,"Hotels","O","I-Organization","Databreach"
"15386",1570,"Group","O","I-Organization","Databreach"
"15387",1570,"data","B-Databreach","O","Databreach"
"15388",1570,"breach","I-Databreach","O","Databreach"
"15389",1570,"guests","O","B-Person","Databreach"
"15390",1570,"its","O","B-Organization","Databreach"
"15391",1570,"Holiday","O","I-Organization","Databreach"
"15392",1570,"Inn","O","I-Organization","Databreach"
"15393",1570,"Holiday","O","B-Organization","Databreach"
"15394",1570,"Inn","O","I-Organization","Databreach"
"15395",1570,"Express","O","I-Organization","Databreach"
"15396",1570,"Crowne","O","B-Organization","Databreach"
"15397",1570,"Plaza","O","I-Organization","Databreach"
"15398",1570,"Staybridge","O","B-Organization","Databreach"
"15399",1570,"Suites","O","I-Organization","Databreach"
"15400",1570,"Candlewood","O","B-Organization","Databreach"
"15401",1570,"Suites","O","I-Organization","Databreach"
"15402",1570,"Hotel","O","B-Organization","Databreach"
"15403",1570,"Indigo","O","I-Organization","Databreach"
"15404",3400,"The","O","B-Organization","Databreach"
"15405",3400,"Intercontinental","O","I-Organization","Databreach"
"15406",3400,"Hotels","O","I-Organization","Databreach"
"15407",3400,"Group","O","I-Organization","Databreach"
"15408",3400,"data","B-Databreach","O","Databreach"
"15409",3400,"breach","I-Databreach","O","Databreach"
"15410",3400,"malware","O","B-Capabilities","Databreach"
"15411",3400,"that","O","I-Capabilities","Databreach"
"15412",3400,"had","O","I-Capabilities","Databreach"
"15413",3400,"been","O","I-Capabilities","Databreach"
"15414",3400,"downloaded","O","I-Capabilities","Databreach"
"15415",3400,"onto","O","I-Capabilities","Databreach"
"15416",3400,"its","O","I-Capabilities","Databreach"
"15417",3400,"systems","O","I-Capabilities","Databreach"
"15418",3400,"monitoring","O","B-Capabilities","Databreach"
"15419",3400,"payment","O","I-Capabilities","Databreach"
"15420",3400,"card","O","I-Capabilities","Databreach"
"15421",3400,"systems","O","I-Capabilities","Databreach"
"15422",3400,"exfiltrating","B-Databreach","O","Databreach"
"15423",3400,"payment","O","B-PII","Databreach"
"15424",3400,"card","O","I-PII","Databreach"
"15425",3400,"data","O","I-PII","Databreach"
"15426",3927,"information","O","B-Data","Databreach"
"15427",3927,"card","O","B-PII","Databreach"
"15428",3927,"details","O","I-PII","Databreach"
"15429",3927,"cardholders","O","B-Person","Databreach"
"15430",3927,"names","O","B-PII","Databreach"
"15431",3927,"were","B-Databreach","O","Databreach"
"15432",3927,"stolen","I-Databreach","O","Databreach"
"15433",3927,"the","O","B-Person","Databreach"
"15434",3927,"attackers","O","I-Person","Databreach"
"15435",4524,"The","O","B-Organization","Databreach"
"15436",4524,"hotel","O","I-Organization","Databreach"
"15437",4524,"group","O","I-Organization","Databreach"
"15438",4524,"the","B-Databreach","O","Databreach"
"15439",4524,"data","I-Databreach","O","Databreach"
"15440",4524,"breach","I-Databreach","O","Databreach"
"15441",4524,"December","O","B-Time","Databreach"
"15442",4524,"29","O","I-Time","Databreach"
"15443",4524,",","O","I-Time","Databreach"
"15444",5497,"the","O","B-Organization","Databreach"
"15445",5497,"Intercontinental","O","I-Organization","Databreach"
"15446",5497,"Hotel","O","I-Organization","Databreach"
"15447",5497,"Group","O","I-Organization","Databreach"
"15448",5497,"data","B-Databreach","O","Databreach"
"15449",5497,"breach","I-Databreach","O","Databreach"
"15450",5892,"the","O","B-Malware","Databreach"
"15451",5892,"malware","O","I-Malware","Databreach"
"15452",5892,"steal","B-Databreach","O","Databreach"
"15453",5892,"credit","O","B-PII","Databreach"
"15454",5892,"card","O","I-PII","Databreach"
"15455",5892,"data","O","I-PII","Databreach"
"15456",6607,"The","O","B-Organization","Databreach"
"15457",6607,"Intercontinental","O","I-Organization","Databreach"
"15458",6607,"Hotels","O","I-Organization","Databreach"
"15459",6607,"Group","O","I-Organization","Databreach"
"15460",6607,"data","B-Databreach","O","Databreach"
"15461",6607,"breach","I-Databreach","O","Databreach"
"15462",7850,"Credit","O","B-PII","Databreach"
"15463",7850,"card","O","I-PII","Databreach"
"15464",7850,"numbers","O","I-PII","Databreach"
"15465",7850,"may","O","B-Purpose","Databreach"
"15466",7850,"only","O","I-Purpose","Databreach"
"15467",7850,"sell","O","I-Purpose","Databreach"
"15468",7850,"guests","O","B-Person","Databreach"
"15469",7850,"an","B-Databreach","O","Databreach"
"15470",7850,"attack","I-Databreach","O","Databreach"
"15471",7850,"the","O","B-Person","Databreach"
"15472",7850,"attackers","O","I-Person","Databreach"
"15473",898,"DocuSign","O","B-Organization","Databreach"
"15474",898,"they","O","B-Organization","Databreach"
"15475",898,"a","B-Phishing","O","Phishing"
"15476",898,"malware","I-Phishing","O","Phishing"
"15477",898,"phishing","I-Phishing","O","Phishing"
"15478",898,"attack","I-Phishing","O","Phishing"
"15479",1565,"The","B-Databreach","O","Databreach"
"15480",1565,"data","I-Databreach","O","Databreach"
"15481",1565,"breach","I-Databreach","O","Databreach"
"15482",1565,"one","O","B-System","Databreach"
"15483",1565,"DocuSign","O","I-System","Databreach"
"15484",1565,"computer","O","I-System","Databreach"
"15485",1565,"system","O","I-System","Databreach"
"15486",2199,"the","O","B-Malware","Databreach"
"15487",2199,"malware","O","I-Malware","Databreach"
"15488",2199,"obtain","B-Databreach","O","Databreach"
"15489",2199,"customer","O","B-Person","Databreach"
"15490",2199,"user","O","B-Data","Databreach"
"15491",2199,"emails","O","I-Data","Databreach"
"15492",2199,"the","O","B-Data","Databreach"
"15493",2199,"DocuSign","O","I-Data","Databreach"
"15494",2199,"database","O","I-Data","Databreach"
"15495",2865,"breach","B-Databreach","O","Databreach"
"15496",2865,"email","O","B-PII","Databreach"
"15497",2865,"addresses","O","I-PII","Databreach"
"15498",2865,"documents","O","B-Data","Databreach"
"15499",2865,"customer","O","B-PII","Databreach"
"15500",2865,"information","O","I-PII","Databreach"
"15501",2865,"was","B-Databreach","O","Databreach"
"15502",2865,"accessed","I-Databreach","O","Databreach"
"15503",2865,"the","B-Databreach","O","Databreach"
"15504",2865,"attack","I-Databreach","O","Databreach"
"15505",3393,"The","O","B-Person","Databreach"
"15506",3393,"attackers","O","I-Person","Databreach"
"15507",3393,"sending","B-Phishing","O","Phishing"
"15508",3393,"out","I-Phishing","O","Phishing"
"15509",3393,"malicious","O","B-File","Phishing"
"15510",3393,"emails","O","I-File","Phishing"
"15511",3393,"company","O","B-Organization","Phishing"
"15512",3393,"branding","O","B-Organization","Phishing"
"15513",3393,"DocuSign","O","B-Person","Phishing"
"15514",3393,"customers","O","I-Person","Phishing"
"15515",3393,"users","O","B-Person","Phishing"
"15516",582,"Monday","O","B-Time","Phishing"
"15517",582,"a","B-Ransom","O","Ransom"
"15518",582,"""","I-Ransom","O","Ransom"
"15519",582,"ransomware","I-Ransom","O","Ransom"
"15520",582,"North","O","B-GPE","Ransom"
"15521",582,"Korea","O","I-GPE","Ransom"
"15522",2666,"ransomware","B-Ransom","O","Ransom"
"15523",2666,"attack","I-Ransom","O","Ransom"
"15524",2666,"Monday","O","B-Time","Ransom"
"15525",2666,"computers","O","B-Device","Ransom"
"15526",2666,"Asia","O","B-GPE","Ransom"
"15527",2666,"were","B-Ransom","O","Ransom"
"15528",2666,"hit","I-Ransom","O","Ransom"
"15529",2666,"people","O","B-Person","Ransom"
"15530",2666,"late","O","B-Time","Ransom"
"15531",2666,"last","O","I-Time","Ransom"
"15532",2666,"week","O","I-Time","Ransom"
"15533",5341,"$","O","B-Money","Ransom"
"15534",5341,"been","B-Ransom","O","Ransom"
"15535",5341,"paid","I-Ransom","O","Ransom"
"15536",5341,"as","I-Ransom","O","Ransom"
"15537",5341,"ransom","I-Ransom","O","Ransom"
"15538",5776,"install","B-PatchVulnerability","O","PatchVulnerability"
"15539",5776,"software","O","B-Patch","PatchVulnerability"
"15540",5776,"patches","O","I-Patch","PatchVulnerability"
"15541",6491,"the","O","B-Person","PatchVulnerability"
"15542",6491,"hackers","O","I-Person","PatchVulnerability"
"15543",6491,"the","O","B-Malware","PatchVulnerability"
"15544",6491,"""","O","I-Malware","PatchVulnerability"
"15545",6491,"WannaCry","O","I-Malware","PatchVulnerability"
"15546",6491,"demanded","B-Ransom","O","Ransom"
"15547",6491,"$","O","B-Money","Ransom"
"15548",6491,"payments","B-Ransom","O","Ransom"
"15549",6491,"files","O","B-Capabilities","Ransom"
"15550",6491,"locked","O","I-Capabilities","Ransom"
"15551",6491,"by","O","I-Capabilities","Ransom"
"15552",6491,"the","O","I-Capabilities","Ransom"
"15553",6491,"malware","O","I-Capabilities","Ransom"
"15554",6491,"used","O","B-Capabilities","Ransom"
"15555",6491,"a","O","I-Capabilities","Ransom"
"15556",6491,"vulnerability","O","I-Capabilities","Ransom"
"15557",6795,"attacks","B-DiscoverVulnerability","O","DiscoverVulnerability"
"15558",6795,"exploited","I-DiscoverVulnerability","O","DiscoverVulnerability"
"15559",6795,"vulnerabilities","O","B-Vulnerability","DiscoverVulnerability"
"15560",6795,"older","O","B-System","DiscoverVulnerability"
"15561",6795,"Microsoft","O","I-System","DiscoverVulnerability"
"15562",6795,"computer","O","I-System","DiscoverVulnerability"
"15563",6795,"operating","O","I-System","DiscoverVulnerability"
"15564",6795,"systems","O","I-System","DiscoverVulnerability"
"15565",7412,"Microsoft","O","B-Organization","DiscoverVulnerability"
"15566",7412,"security","O","B-Patch","DiscoverVulnerability"
"15567",7412,"patch","O","I-Patch","DiscoverVulnerability"
"15568",7412,"released","B-PatchVulnerability","O","PatchVulnerability"
"15569",7412,"March","O","B-Time","PatchVulnerability"
"15570",7412,"networks","O","B-System","PatchVulnerability"
"15571",8248,"apply","B-PatchVulnerability","O","PatchVulnerability"
"15572",8248,"security","O","B-Patch","PatchVulnerability"
"15573",8248,"patches","O","I-Patch","PatchVulnerability"
"15574",8248,"upgrade","B-PatchVulnerability","O","PatchVulnerability"
"15575",8269,"networks","O","B-System","PatchVulnerability"
"15576",8269,"shut","O","B-Capabilities","PatchVulnerability"
"15577",8269,"down","O","I-Capabilities","PatchVulnerability"
"15578",8269,"ransomware","B-Ransom","O","Ransom"
"15579",8269,"attack","I-Ransom","O","Ransom"
"15580",8269,"payment","B-Ransom","O","Ransom"
"15581",8269,"demanded","I-Ransom","O","Ransom"
"15582",8269,"$","O","B-Money","Ransom"
"15583",8269,"paid","B-Ransom","O","Ransom"
"15584",8269,"in","O","B-PaymentMethod","Ransom"
"15585",8269,"the","O","I-PaymentMethod","Ransom"
"15586",8269,"digital","O","I-PaymentMethod","Ransom"
"15587",8269,"currency","O","I-PaymentMethod","Ransom"
"15588",8269,"bitcoin","O","I-PaymentMethod","Ransom"
"15589",8282,"the","O","B-Person","Ransom"
"15590",8282,"authors","O","I-Person","Ransom"
"15591",8282,"the","B-Ransom","O","Ransom"
"15592",8282,"""","I-Ransom","O","Ransom"
"15593",8282,"WannaCry","I-Ransom","O","Ransom"
"15594",8282,"""","I-Ransom","O","Ransom"
"15595",8282,"victims","O","B-Person","Ransom"
"15596",8282,"pay","B-Ransom","O","Ransom"
"15597",8282,"three","O","B-Time","Ransom"
"15598",8282,"days","O","I-Time","Ransom"
"15599",8282,"Monday","O","B-Time","Ransom"
"15600",8299,"The","O","B-Person","Ransom"
"15601",8299,"hackers","O","I-Person","Ransom"
"15602",8299,"delete","O","B-Capabilities","Ransom"
"15603",8299,"all","O","I-Capabilities","Ransom"
"15604",8299,"files","O","I-Capabilities","Ransom"
"15605",8299,"on","O","I-Capabilities","Ransom"
"15606",8299,"infected","O","I-Capabilities","Ransom"
"15607",8299,"systems","O","I-Capabilities","Ransom"
"15608",8299,"payment","B-Ransom","O","Ransom"
"15609",8299,"seven","O","B-Time","Ransom"
"15610",8299,"days","O","I-Time","Ransom"
"15611",744,"The","O","B-Organization","Ransom"
"15612",744,"Internet","O","I-Organization","Ransom"
"15613",744,"Systems","O","I-Organization","Ransom"
"15614",744,"Consortium","O","I-Organization","Ransom"
"15615",744,"patched","B-PatchVulnerability","O","PatchVulnerability"
"15616",744,"the","O","B-System","PatchVulnerability"
"15617",744,"BIND","O","I-System","PatchVulnerability"
"15618",744,"domain","O","I-System","PatchVulnerability"
"15619",744,"name","O","I-System","PatchVulnerability"
"15620",744,"system","O","I-System","PatchVulnerability"
"15621",744,"this","O","B-Time","PatchVulnerability"
"15622",744,"week","O","I-Time","PatchVulnerability"
"15623",744,"addressing","B-PatchVulnerability","O","PatchVulnerability"
"15624",744,"a","O","B-Vulnerability","PatchVulnerability"
"15625",744,"remotely","O","I-Vulnerability","PatchVulnerability"
"15626",744,"exploitable","O","I-Vulnerability","PatchVulnerability"
"15627",744,"vulnerability","O","I-Vulnerability","PatchVulnerability"
"15628",744,"lead","O","B-Capabilities","PatchVulnerability"
"15629",744,"to","O","I-Capabilities","PatchVulnerability"
"15630",744,"a","O","I-Capabilities","PatchVulnerability"
"15631",744,"crash","O","I-Capabilities","PatchVulnerability"
"15632",1451,"The","O","B-Vulnerability","PatchVulnerability"
"15633",1451,"issue","O","I-Vulnerability","PatchVulnerability"
"15634",1451,"affects","B-DiscoverVulnerability","O","DiscoverVulnerability"
"15635",1451,"servers","O","B-System","DiscoverVulnerability"
"15636",3836,"Versions","O","B-Version","DiscoverVulnerability"
"15637",3836,"9.8.8","O","I-Version","DiscoverVulnerability"
"15638",3836,"9.9.3-S1","O","B-Version","DiscoverVulnerability"
"15639",3836,"9.9.3","O","B-Version","DiscoverVulnerability"
"15640",3836,"9.9.10","O","B-Version","DiscoverVulnerability"
"15641",3836,"9.10.0","O","B-Version","DiscoverVulnerability"
"15642",3836,"9.10.5","O","B-Version","DiscoverVulnerability"
"15643",3836,"9.11.0","O","B-Version","DiscoverVulnerability"
"15644",3836,"are","B-DiscoverVulnerability","O","DiscoverVulnerability"
"15645",3836,"all","I-DiscoverVulnerability","O","DiscoverVulnerability"
"15646",3836,"considered","I-DiscoverVulnerability","O","DiscoverVulnerability"
"15647",3836,"vulnerable","I-DiscoverVulnerability","O","DiscoverVulnerability"
"15648",3836,"the","O","B-Organization","DiscoverVulnerability"
"15649",3836,"ISC","O","I-Organization","DiscoverVulnerability"
"15650",4445,"a","O","B-Vulnerability","DiscoverVulnerability"
"15651",4445,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"15652",4445,"CVE-2017-3135","O","B-CVE","DiscoverVulnerability"
"15653",4445,"stems","O","B-Capabilities","DiscoverVulnerability"
"15654",4445,"from","O","I-Capabilities","DiscoverVulnerability"
"15655",4445,"query","O","I-Capabilities","DiscoverVulnerability"
"15656",4445,"an","O","B-Capabilities","DiscoverVulnerability"
"15657",4445,"INSIST","O","I-Capabilities","DiscoverVulnerability"
"15658",4445,"assertion","O","I-Capabilities","DiscoverVulnerability"
"15659",4445,"failure","O","I-Capabilities","DiscoverVulnerability"
"15660",4445,"an","O","B-Capabilities","DiscoverVulnerability"
"15661",4445,"attempt","O","I-Capabilities","DiscoverVulnerability"
"15662",4445,"to","O","I-Capabilities","DiscoverVulnerability"
"15663",4445,"read","O","I-Capabilities","DiscoverVulnerability"
"15664",4445,"through","O","I-Capabilities","DiscoverVulnerability"
"15665",4445,"a","O","I-Capabilities","DiscoverVulnerability"
"15666",4445,NA,"O","I-Capabilities","DiscoverVulnerability"
"15667",4445,"pointer","O","I-Capabilities","DiscoverVulnerability"
"15668",4445,"a","O","B-Person","DiscoverVulnerability"
"15669",4445,"security","O","I-Person","DiscoverVulnerability"
"15670",4445,"advisory","O","I-Person","DiscoverVulnerability"
"15671",4445,"published","B-DiscoverVulnerability","O","DiscoverVulnerability"
"15672",4445,"Wednesday","O","B-Time","DiscoverVulnerability"
"15673",5438,"Ramesh","O","B-Person","DiscoverVulnerability"
"15674",5438,"Damodaran","O","I-Person","DiscoverVulnerability"
"15675",5438,"Aliaksandr","O","B-Person","DiscoverVulnerability"
"15676",5438,"Shubnik","O","I-Person","DiscoverVulnerability"
"15677",5438,"engineers","O","B-Person","DiscoverVulnerability"
"15678",5438,"Infoblox","O","B-Organization","DiscoverVulnerability"
"15679",5438,"a","O","B-Organization","DiscoverVulnerability"
"15680",5438,"Silicon","O","I-Organization","DiscoverVulnerability"
"15681",5438,"Valley","O","I-Organization","DiscoverVulnerability"
"15682",5438,"firm","O","I-Organization","DiscoverVulnerability"
"15683",5438,"uncovered","B-DiscoverVulnerability","O","DiscoverVulnerability"
"15684",5438,"the","O","B-Vulnerability","DiscoverVulnerability"
"15685",5438,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"15686",5438,"reported","B-DiscoverVulnerability","O","DiscoverVulnerability"
"15687",5438,"it","O","B-Vulnerability","DiscoverVulnerability"
"15688",5438,"the","O","B-Organization","DiscoverVulnerability"
"15689",5438,"ISC","O","I-Organization","DiscoverVulnerability"
"15690",5839,"Damodaran","O","B-Organization","DiscoverVulnerability"
"15691",5839,"identified","B-DiscoverVulnerability","O","DiscoverVulnerability"
"15692",5839,"denial","O","B-Vulnerability","DiscoverVulnerability"
"15693",5839,"of","O","I-Vulnerability","DiscoverVulnerability"
"15694",5839,"service","O","I-Vulnerability","DiscoverVulnerability"
"15695",5839,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"15696",5839,"BIND","O","B-System","DiscoverVulnerability"
"15697",5839,"9","O","I-System","DiscoverVulnerability"
"15698",6190,"The","O","B-Organization","DiscoverVulnerability"
"15699",6190,"Internet","O","I-Organization","DiscoverVulnerability"
"15700",6190,"Systems","O","I-Organization","DiscoverVulnerability"
"15701",6190,"Consortium","O","I-Organization","DiscoverVulnerability"
"15702",6190,"patched","B-PatchVulnerability","O","PatchVulnerability"
"15703",6190,"the","O","B-System","PatchVulnerability"
"15704",6190,"BIND","O","I-System","PatchVulnerability"
"15705",6190,"domain","O","I-System","PatchVulnerability"
"15706",6190,"name","O","I-System","PatchVulnerability"
"15707",6190,"system","O","I-System","PatchVulnerability"
"15708",6190,"this","O","B-Time","PatchVulnerability"
"15709",6190,"week","O","I-Time","PatchVulnerability"
"15710",6190,"addressing","B-PatchVulnerability","O","PatchVulnerability"
"15711",6190,"a","O","B-Vulnerability","PatchVulnerability"
"15712",6190,"critical","O","I-Vulnerability","PatchVulnerability"
"15713",6190,"error","O","I-Vulnerability","PatchVulnerability"
"15714",6190,"condition","O","I-Vulnerability","PatchVulnerability"
"15715",6190,"the","O","B-Software","PatchVulnerability"
"15716",6190,"software","O","I-Software","PatchVulnerability"
"15717",6848,"The","O","B-Organization","PatchVulnerability"
"15718",6848,"Internet","O","I-Organization","PatchVulnerability"
"15719",6848,"Systems","O","I-Organization","PatchVulnerability"
"15720",6848,"Consortium","O","I-Organization","PatchVulnerability"
"15721",6848,"(","O","I-Organization","PatchVulnerability"
"15722",6848,"patch","B-PatchVulnerability","O","PatchVulnerability"
"15723",6848,"its","O","B-System","PatchVulnerability"
"15724",6848,"DHCP","O","I-System","PatchVulnerability"
"15725",6848,"mitigate","B-PatchVulnerability","O","PatchVulnerability"
"15726",6848,"a","O","B-Vulnerability","PatchVulnerability"
"15727",6848,"denial","O","I-Vulnerability","PatchVulnerability"
"15728",6848,"of","O","I-Vulnerability","PatchVulnerability"
"15729",6848,"service","O","I-Vulnerability","PatchVulnerability"
"15730",6848,"vulnerability","O","I-Vulnerability","PatchVulnerability"
"15731",1449,"Addresses","O","B-PII","PatchVulnerability"
"15732",1449,"names","O","B-PII","PatchVulnerability"
"15733",1449,"phone","O","B-PII","PatchVulnerability"
"15734",1449,"numbers","O","I-PII","PatchVulnerability"
"15735",1449,"staff","O","B-Person","PatchVulnerability"
"15736",1449,"were","B-Databreach","O","Databreach"
"15737",1449,"accessed","I-Databreach","O","Databreach"
"15738",1449,"the","B-Databreach","O","Databreach"
"15739",1449,"data","I-Databreach","O","Databreach"
"15740",1449,"breach","I-Databreach","O","Databreach"
"15741",1449,"SPORTS","O","B-Organization","Databreach"
"15742",1449,"its","O","B-Person","Databreach"
"15743",1449,"workers","O","I-Person","Databreach"
"15744",1449,"a","B-Databreach","O","Databreach"
"15745",1449,"major","I-Databreach","O","Databreach"
"15746",1449,"data","I-Databreach","O","Databreach"
"15747",1449,"breach","I-Databreach","O","Databreach"
"15748",1449,"personal","O","B-PII","Databreach"
"15749",1449,"information","O","I-PII","Databreach"
"15750",1449,"accessed","B-Databreach","O","Databreach"
"15751",1449,"hackers","O","B-Person","Databreach"
"15752",2095,"cyber","O","B-Person","Databreach"
"15753",2095,"attacker","O","I-Person","Databreach"
"15754",2095,"gained","B-Databreach","O","Databreach"
"15755",2095,"access","I-Databreach","O","Databreach"
"15756",2095,"internal","O","B-System","Databreach"
"15757",2095,"systems","O","I-System","Databreach"
"15758",2095,"details","O","B-Data","Databreach"
"15759",2095,"phone","O","B-PII","Databreach"
"15760",2095,"numbers","O","I-PII","Databreach"
"15761",2095,"names","O","B-PII","Databreach"
"15762",2095,"home","O","B-PII","Databreach"
"15763",2095,"and","O","I-PII","Databreach"
"15764",2095,"email","O","I-PII","Databreach"
"15765",2095,"addresses","O","I-PII","Databreach"
"15766",2095,"retail","O","B-Organization","Databreach"
"15767",2095,"giant","O","I-Organization","Databreach"
"15768",2095,"staff","O","B-Person","Databreach"
"15769",2095,"members","O","I-Person","Databreach"
"15770",2762,"workers","O","B-Person","Databreach"
"15771",2762,"the","B-Databreach","O","Databreach"
"15772",2762,"breach","I-Databreach","O","Databreach"
"15773",2762,"September","O","B-Time","Databreach"
"15774",3330,"Sports","O","B-Organization","Databreach"
"15775",3330,"Direct","O","I-Organization","Databreach"
"15776",3330,"the","B-Databreach","O","Databreach"
"15777",3330,"attack","I-Databreach","O","Databreach"
"15778",3330,"three","O","B-Time","Databreach"
"15779",3330,"months","O","I-Time","Databreach"
"15780",3330,"later","O","I-Time","Databreach"
"15781",3330,"a","O","B-PII","Databreach"
"15782",3330,"phone","O","I-PII","Databreach"
"15783",3330,"number","O","I-PII","Databreach"
"15784",3330,"was","B-Databreach","O","Databreach"
"15785",3330,"left","I-Databreach","O","Databreach"
"15786",3330,"company","O","B-Organization","Databreach"
"15787",3330,"internal","O","B-Website","Databreach"
"15788",3330,"site","O","I-Website","Databreach"
"15789",3834,"personal","O","B-PII","Databreach"
"15790",3834,"information","O","I-PII","Databreach"
"15791",3834,"had","B-Databreach","O","Databreach"
"15792",3834,"been","I-Databreach","O","Databreach"
"15793",3834,"compromised","I-Databreach","O","Databreach"
"15794",4442,"the","O","B-Data","Databreach"
"15795",4442,"data","O","I-Data","Databreach"
"15796",4442,"had","B-Databreach","O","Databreach"
"15797",4442,"been","I-Databreach","O","Databreach"
"15798",4442,"shared","I-Databreach","O","Databreach"
"15799",4442,"the","B-Databreach","O","Databreach"
"15800",4442,"breach","I-Databreach","O","Databreach"
"15801",775,"be","O","B-Capabilities","Databreach"
"15802",775,"hiding","O","I-Capabilities","Databreach"
"15803",775,"malware","O","I-Capabilities","Databreach"
"15804",775,"inside","O","I-Capabilities","Databreach"
"15805",775,"fake","O","I-Capabilities","Databreach"
"15806",775,"versions","O","I-Capabilities","Databreach"
"15807",775,"popular","O","B-File","Databreach"
"15808",775,"files","O","I-File","Databreach"
"15809",775,"distributing","B-Phishing","O","Phishing"
"15810",775,"those","O","B-Software","Phishing"
"15811",775,"fake","O","I-Software","Phishing"
"15812",775,"versions","O","I-Software","Phishing"
"15813",2795,"last","O","B-Time","Phishing"
"15814",2795,"week","O","I-Time","Phishing"
"15815",2795,"ransomware","O","B-Malware","Phishing"
"15816",2795,"Filecoder.E","O","B-Malware","Phishing"
"15817",2795,"disguised","B-Phishing","O","Phishing"
"15818",2795,"as","I-Phishing","O","Phishing"
"15819",2795,"a","O","B-Software","Phishing"
"15820",2795,"""","O","I-Software","Phishing"
"15821",3857,"the","O","B-Capabilities","Phishing"
"15822",3857,"ransomware","O","I-Capabilities","Phishing"
"15823",3857,"can","O","I-Capabilities","Phishing"
"15824",3857,"also","O","I-Capabilities","Phishing"
"15825",3857,"encrypt","O","I-Capabilities","Phishing"
"15826",3857,"any","O","I-Capabilities","Phishing"
"15827",3857,"Time","O","I-Capabilities","Phishing"
"15828",3857,"Machine","O","I-Capabilities","Phishing"
"15829",3857,"backups","O","I-Capabilities","Phishing"
"15830",3857,"on","O","I-Capabilities","Phishing"
"15831",3857,"network-connected","O","I-Capabilities","Phishing"
"15832",3857,"the","B-Ransom","O","Ransom"
"15833",3857,"attack","I-Ransom","O","Ransom"
"15834",4462,"the","O","B-Capabilities","Ransom"
"15835",4462,"ransomware","O","I-Capabilities","Ransom"
"15836",4462,"infects","O","I-Capabilities","Ransom"
"15837",4462,"a","O","I-Capabilities","Ransom"
"15838",4462,"system","O","I-Capabilities","Ransom"
"15839",4462,"it","O","B-Malware","Ransom"
"15840",4462,"demands","B-Ransom","O","Ransom"
"15841",4462,"0.25","O","B-Money","Ransom"
"15842",4462,"bitcoins","O","I-Money","Ransom"
"15843",4462,"$","O","B-Money","Ransom"
"15844",6855,"never","B-Ransom","O","Ransom"
"15845",6855,"pay","I-Ransom","O","Ransom"
"15846",6855,"ransoms","I-Ransom","O","Ransom"
"15847",7095,"paying","B-Ransom","O","Ransom"
"15848",7095,"a","I-Ransom","O","Ransom"
"15849",7095,"ransom","I-Ransom","O","Ransom"
"15850",7272,"victims","O","B-Person","Ransom"
"15851",7272,"pay","B-Ransom","O","Ransom"
"15852",7272,"the","I-Ransom","O","Ransom"
"15853",7272,"ransom","I-Ransom","O","Ransom"
"15854",7272,"hit","O","B-Capabilities","Ransom"
"15855",7272,"by","O","I-Capabilities","Ransom"
"15856",7272,"ransomware","O","I-Capabilities","Ransom"
"15857",7605,"the","B-Ransom","O","Ransom"
"15858",7605,"malware","I-Ransom","O","Ransom"
"15859",7605,"'s","I-Ransom","O","Ransom"
"15860",7605,"ransom","I-Ransom","O","Ransom"
"15861",8179,"ransomware","O","B-Person","Ransom"
"15862",8179,"gangs","O","I-Person","Ransom"
"15863",8179,"victims","O","B-Person","Ransom"
"15864",8179,"pay","B-Ransom","O","Ransom"
"15865",8179,"their","I-Ransom","O","Ransom"
"15866",8179,"ransoms","I-Ransom","O","Ransom"
"15867",8205,"victims","O","B-Person","Ransom"
"15868",8205,"remit","B-Ransom","O","Ransom"
"15869",8205,"bitcoins","I-Ransom","O","Ransom"
"15870",8205,"attackers","O","B-Person","Ransom"
"15871",3884,",","O","B-Money","Ransom"
"15872",3884,"PennLive","O","I-Money","Ransom"
"15873",218,"Microsoft","O","B-Organization","Ransom"
"15874",218,"has","B-PatchVulnerability","O","PatchVulnerability"
"15875",218,"issued","I-PatchVulnerability","O","PatchVulnerability"
"15876",218,"out-of-band","O","B-Patch","PatchVulnerability"
"15877",218,"patch","O","I-Patch","PatchVulnerability"
"15878",218,"an","O","B-Vulnerability","PatchVulnerability"
