ID,word,nugget,argument
13110,said,B-DiscoverVulnerability,O
13110,he,O,B-Person
13110,has,B-DiscoverVulnerability,O
13110,reported,I-DiscoverVulnerability,O
13110,the,O,B-Vulnerability
13110,bug,O,I-Vulnerability
13110,Apple,O,B-Organization
13110,a,O,B-Patch
13110,fix,O,I-Patch
13110,be,B-PatchVulnerability,O
13110,released,I-PatchVulnerability,O
614,WhatsApp,O,B-Software
614,end-to-end,O,B-Vulnerability
614,encryption,O,I-Vulnerability
614,exploited,B-DiscoverVulnerability,O
614,snoops,O,B-Capabilities
614,to,O,I-Capabilities
614,intercept,O,I-Capabilities
614,and,O,I-Capabilities
614,read,O,I-Capabilities
614,encrypted,O,I-Capabilities
614,messages,O,I-Capabilities
614,it,O,B-Vulnerability
614,was,B-DiscoverVulnerability,O
614,claimed,I-DiscoverVulnerability,O
614,today,O,B-Time
2612,Facebook-owned,O,B-Organization
2612,WhatsApp,O,I-Organization
2612,stresses,B-DiscoverVulnerability,O
2612,a,O,B-Vulnerability
2612,serious,O,I-Vulnerability
2612,flaw,O,I-Vulnerability
2612,a,O,B-Vulnerability
2612,deliberate,O,I-Vulnerability
2612,backdoor,O,I-Vulnerability
14387,The,O,B-Vulnerability
14387,alleged,O,I-Vulnerability
14387,weakness,O,I-Vulnerability
14387,WhatsApp,O,B-Organization
14387,encryption,O,B-System
14387,system,O,I-System
14387,was,B-DiscoverVulnerability,O
14387,documented,I-DiscoverVulnerability,O
14387,Tobias,O,B-Person
14387,Boelter,O,I-Person
14387,branded,B-DiscoverVulnerability,O
14387,a,O,B-Vulnerability
14387,"""",O,I-Vulnerability
14387,today,O,B-Time
14668,snoop,O,B-Capabilities
14668,on,O,I-Capabilities
14668,people,O,I-Capabilities
14668,'s,O,I-Capabilities
15777,Jacob,O,B-Person
15777,Ginsberg,O,I-Person
15777,senior,O,B-Person
15777,director,O,I-Person
15777,Echoworx,O,B-Organization
15777,said,B-DiscoverVulnerability,O
15777,Facebook,O,B-Organization
15777,has,B-DiscoverVulnerability,O
15777,known,I-DiscoverVulnerability,O
15777,this,O,B-Vulnerability
15777,vulnerability,O,I-Vulnerability
15777,April,O,B-Time
15930,WhatsApp,O,B-Organization
15930,denied,B-DiscoverVulnerability,O
15930,it,O,B-Organization
15930,had,B-DiscoverVulnerability,O
15930,inserted,I-DiscoverVulnerability,O
15930,a,O,B-Vulnerability
15930,backdoor,O,I-Vulnerability
15930,The,O,B-Organization
15930,Guardian,O,I-Organization
15930,posted,B-DiscoverVulnerability,O
15930,this,O,B-Time
15930,morning,O,I-Time
15930,claiming,B-DiscoverVulnerability,O
15930,an,O,B-Vulnerability
15930,intentional,O,I-Vulnerability
15930,design,O,I-Vulnerability
15930,decision,O,I-Vulnerability
15930,WhatsApp,O,B-Software
15930,losing,O,B-Capabilities
15930,millions,O,I-Capabilities
15930,of,O,I-Capabilities
15930,messages,O,I-Capabilities
15930,a,O,B-Vulnerability
15930,â,O,I-Vulnerability
15930,allowing,O,B-Capabilities
15930,governments,O,I-Capabilities
15930,to,O,I-Capabilities
15930,force,O,I-Capabilities
15930,WhatsApp,O,I-Capabilities
15930,to,O,I-Capabilities
15930,decrypt,O,I-Capabilities
15930,message,O,I-Capabilities
15930,streams,O,I-Capabilities
1302,An,O,B-Organization
1302,attack,O,I-Organization
1302,group,O,I-Organization
1302,North,O,B-Organization
1302,Korea,O,I-Organization
1302,spear-phishing,B-Phishing,O
1302,campaign,I-Phishing,O
1302,the,B-Phishing,O
1302,lure,I-Phishing,O
1302,a,O,B-Organization
1302,European-based,O,I-Organization
1302,cryptocurrency,O,I-Organization
1302,company,O,I-Organization
3300,$,O,B-Money
3300,81,O,I-Money
3300,the,B-Ransom,O
3300,WannaCry,I-Ransom,O
3300,ransomware,I-Ransom,O
3300,outbreak,I-Ransom,O
3300,May,O,B-Time
3300,Windows,O,B-System
3300,WannaCry,O,B-Malware
4293,Lazarus,O,B-Organization
4293,lure,B-Phishing,O
4293,phishing,I-Phishing,O
4293,attacks,I-Phishing,O
4293,since,O,B-Time
4293,at,O,I-Time
4293,least,O,I-Time
4293,2016,O,I-Time
7179,The,O,B-File
7179,fake,O,I-File
7179,job,O,I-File
7179,advertisement,O,I-File
7179,pretends,B-Phishing,O
7179,to,I-Phishing,O
7179,be,I-Phishing,O
7179,Luno,O,B-Organization
7179,London,O,B-GPE
8094,Luno,O,B-Organization
8094,the,O,B-File
8094,fake,O,I-File
8094,emails,O,I-File
8094,bearing,B-Phishing,O
8094,its,O,B-Organization
8094,name,O,I-Organization
9816,recipients,O,B-Person
9816,the,B-Phishing,O
9816,latest,I-Phishing,O
9816,CFO,I-Phishing,O
9816,job,I-Phishing,O
9816,lure,I-Phishing,O
9816,phishing,O,B-File
9816,emails,O,I-File
9816,open,O,B-Capabilities
9816,an,O,I-Capabilities
9816,attached,O,I-Capabilities
9816,Microsoft,O,I-Capabilities
9816,Word,O,I-Capabilities
9816,document,O,I-Capabilities
9816,it,O,B-File
9816,triggers,B-Phishing,O
9816,a,O,B-Malware
9816,pop-up,O,I-Malware
9816,message,O,I-Malware
9816,inviting,O,B-Capabilities
9816,them,O,I-Capabilities
9816,to,O,I-Capabilities
9816,enable,O,I-Capabilities
9816,editing,O,I-Capabilities
9816,functions,O,I-Capabilities
13545,the,O,B-Data
13545,job,O,I-Data
13545,listing,O,I-Data
13545,have,B-Databreach,O
13545,been,I-Databreach,O
13545,stolen,I-Databreach,O
13545,a,O,B-Data
13545,legitimate,O,I-Data
13545,CFO,O,I-Data
13545,job,O,I-Data
13545,listing,O,I-Data
13545,LinkedIn,O,B-Website
13545,a,O,B-Organization
13545,cryptocurrency,O,I-Organization
13545,firm,O,I-Organization
13545,Asia,O,B-GPE
14283,this,B-Phishing,O
14283,phishing,I-Phishing,O
14283,campaign,I-Phishing,O
895,hacker,O,B-Person
895,leaked,B-Databreach,O
895,FBI.GOV,O,B-PII
895,accounts,O,I-PII
895,he,O,B-Person
895,several,O,B-Number
895,backup,O,B-Data
895,files,O,I-Data
895,acc,O,B-Data
1894,acc,O,B-Data
2893,old,O,B-Data
3888,Leaked,O,B-Data
3888,records,O,I-Data
3888,accounts,O,B-PII
3888,data,O,I-PII
3888,names,O,B-PII
3888,SHA1,O,B-PII
3888,Encrypted,O,I-PII
3888,Passwords,O,I-PII
3888,SHA1,O,B-Data
3888,salts,O,I-Data
3888,emails,O,B-PII
4873,The,O,B-Capabilities
4873,intrusion,O,I-Capabilities
4873,occurred,O,I-Capabilities
4873,December,O,B-Time
4873,22,O,I-Time
4873,",",O,I-Time
4873,hacker,O,B-Person
4873,revealed,B-DiscoverVulnerability,O
4873,exploited,B-DiscoverVulnerability,O
4873,a,O,B-Vulnerability
4873,zero-day,O,I-Vulnerability
4873,vulnerability,O,I-Vulnerability
4873,Plone,O,B-System
4873,Content,O,I-System
4873,Management,O,I-System
4873,System,O,I-System
4873,22nd,O,B-Time
4873,December,O,I-Time
4873,2016,O,I-Time
4873,I,O,B-Person
4873,tweeted,B-DiscoverVulnerability,O
4873,about,I-DiscoverVulnerability,O
4873,a,O,B-Vulnerability
4873,0day,O,I-Vulnerability
4873,vulnerability,O,I-Vulnerability
4873,Plone,O,B-Software
4873,CMS,O,I-Software
5846,The,O,B-Vulnerability
5846,vulnerability,O,I-Vulnerability
5846,resides,B-DiscoverVulnerability,O
5846,in,I-DiscoverVulnerability,O
5846,python,O,B-Software
5846,modules,O,I-Software
5846,of,O,I-Software
5846,the,O,I-Software
5846,CMS,O,I-Software
11043,experts,O,B-Person
11043,FBI,O,B-Organization
11043,fix,B-PatchVulnerability,O
11043,the,O,B-Vulnerability
11043,issue,O,I-Vulnerability
11043,he,O,B-Person
11043,noticed,B-DiscoverVulnerability,O
11043,the,O,B-Vulnerability
11043,Plone,O,I-Vulnerability
11043,0day,O,I-Vulnerability
11043,exploit,O,I-Vulnerability
11043,working,O,B-Capabilities
11043,against,O,I-Capabilities
11043,the,O,I-Capabilities
11043,CMS,O,I-Capabilities
11043,backend,O,I-Capabilities
11736,they,O,B-Organization
11736,were,B-PatchVulnerability,O
11736,running,I-PatchVulnerability,O
11736,FreeBSD,O,B-System
11736,ver,O,B-Version
11736,6.2-RELEASE,O,I-Version
11736,2007,O,B-Time
13796,I,O,B-Person
13796,leak,B-Databreach,O
13796,out,I-Databreach,O
13796,whole,O,B-Data
13796,contents,O,I-Data
13796,backup,O,B-Data
13796,files,O,I-Data
13796,I,O,B-Person
13796,tweeted,B-DiscoverVulnerability,O
13796,out,I-DiscoverVulnerability,O
13796,my,O,B-Vulnerability
13796,findings,O,I-Vulnerability
13796,FBI,O,B-Organization
14166,I,O,B-Person
14166,publish,B-DiscoverVulnerability,O
14166,0day,O,B-Vulnerability
14481,The,O,B-Person
14481,hacker,O,I-Person
14481,confirmed,B-DiscoverVulnerability,O
14481,the,O,B-Vulnerability
14481,0-day,O,I-Vulnerability
14481,offered,O,B-Capabilities
14481,for,O,I-Capabilities
14481,sale,O,I-Capabilities
14750,I,O,B-Person
14750,tweet,B-DiscoverVulnerability,O
14750,out,I-DiscoverVulnerability,O
14750,the,O,B-Vulnerability
14750,Plone,O,I-Vulnerability
14750,CMS,O,I-Vulnerability
14750,0day,O,I-Vulnerability
14750,attack,O,I-Vulnerability
14750,vector,O,I-Vulnerability
317,The,O,B-Organization
317,Town,O,I-Organization
317,of,O,I-Organization
317,Midland,O,I-Organization
317,computer,O,B-System
317,systems,O,I-System
1316,the,O,B-Time
1316,early,O,I-Time
1316,morning,O,I-Time
1316,hours,O,I-Time
1316,of,O,I-Time
1316,Sept,O,I-Time
1316,1,O,I-Time
1316,the,O,B-Organization
1316,town,O,I-Organization
1316,a,B-Ransom,O
1316,cyberattack,I-Ransom,O
1316,town,O,B-Organization
1316,network,O,B-System
1316,was,O,B-Capabilities
1316,illegally,O,I-Capabilities
1316,accessed,O,I-Capabilities
1316,infected,O,B-Capabilities
1316,with,O,I-Capabilities
1316,ransomware,O,I-Capabilities
3314,The,O,B-Organization
3314,town,O,I-Organization
3314,a,B-Ransom,O
3314,ransom,I-Ransom,O
3314,demand,I-Ransom,O
8990,information,O,B-Data
8990,was,B-Databreach,O
8990,removed,I-Databreach,O
8990,the,O,B-System
8990,system,O,I-System
8990,inappropriately,B-Databreach,O
8990,accessed,I-Databreach,O
9830,late,O,B-Time
9830,April,O,I-Time
9830,Wasaga,O,B-Organization
9830,Beach,O,I-Organization
9830,their,O,B-System
9830,computer,O,I-System
9830,systems,O,I-System
9830,hacked,O,B-Capabilities
9830,and,O,I-Capabilities
9830,locked,O,I-Capabilities
9830,down,O,I-Capabilities
9830,several,O,B-Time
9830,weeks,O,I-Time
10619,The,O,B-Organization
10619,town,O,I-Organization
10619,paid,B-Ransom,O
10619,the,O,B-Person
10619,hackers,O,I-Person
10619,three,O,B-Money
10619,Bitcoins,O,I-Money
10619,$,O,B-Money
8583,the,O,B-Organization
8583,group,O,I-Organization
8583,a,B-Databreach,O
8583,hacking,I-Databreach,O
8583,campaign,I-Databreach,O
8583,Democratic,O,B-Person
8583,Party,O,I-Person
8583,members,O,I-Person
8583,resulted,O,B-Purpose
8583,in,O,I-Purpose
8583,the,O,I-Purpose
8583,publication,O,I-Purpose
8583,private,O,B-Data
8583,emails,O,I-Data
8583,destabilize,O,B-Purpose
8583,the,O,I-Purpose
8583,Hillary,O,I-Purpose
8583,Clinton,O,I-Purpose
8583,presidential,O,I-Purpose
8583,campaign,O,I-Purpose
8583,undermine,O,B-Purpose
8583,the,O,I-Purpose
8583,US,O,I-Purpose
8583,democratic,O,I-Purpose
8583,process,O,I-Purpose
2789,The,O,B-Malware
2789,infected,O,I-Malware
2789,app,O,I-Malware
2789,steals,B-Databreach,O
2789,contacts,O,B-PII
2789,SMS,O,B-Data
2789,messages,O,I-Data
2789,user,O,B-Person
2789,device,O,B-Device
2789,asks,O,B-Purpose
2789,for,O,I-Purpose
2789,admin,O,I-Purpose
2789,permissions,O,I-Purpose
3784,the,O,B-Malware
3784,ransomware,O,I-Malware
3784,locks,O,B-Capabilities
3784,the,O,I-Capabilities
3784,device,O,I-Capabilities
3784,displays,B-Ransom,O
3784,message,O,B-File
3784,demanding,B-Ransom,O
3784,payment,I-Ransom,O
9390,The,B-Ransom,O
9390,ransom,I-Ransom,O
9390,demand,I-Ransom,O
9390,0.2,O,B-Money
9390,Bitcoins,O,I-Money
9390,$,O,B-Money
9390,ransomware,B-Ransom,O
9390,attacks,I-Ransom,O
10215,the,O,B-Malware
10215,DataLust,O,I-Malware
10215,ransomware,O,I-Malware
10215,demanded,B-Ransom,O
10215,$,O,B-Money
3831,the,O,B-Vulnerability
3831,two,O,I-Vulnerability
3831,NETGEAR,O,I-Vulnerability
3831,vulnerabilities,O,I-Vulnerability
3831,I,O,B-Person
3831,want,B-DiscoverVulnerability,O
3831,to,I-DiscoverVulnerability,O
3831,share,I-DiscoverVulnerability,O
3831,today,O,B-Time
12878,"""",O,B-Vulnerability
12878,unauth.cgi,O,I-Vulnerability
12878,2,B-DiscoverVulnerability,O
12878,publicly,I-DiscoverVulnerability,O
12878,disclosed,I-DiscoverVulnerability,O
12878,2014,O,B-Time
12878,different,O,B-Device
12878,models,O,I-Device
12878,manage,O,B-Capabilities
12878,to,O,I-Capabilities
12878,do,O,I-Capabilities
12878,unauthenticated,O,I-Capabilities
12878,password,O,I-Capabilities
12878,disclosure,O,I-Capabilities
13362,Those,O,B-Person
13362,two,O,I-Person
13362,guys,O,I-Person
13362,found,B-DiscoverVulnerability,O
13362,out,I-DiscoverVulnerability,O
13362,unauth.cgi,O,B-Vulnerability
13362,be,O,B-Capabilities
13362,used,O,I-Capabilities
13362,with,O,I-Capabilities
13362,passwordrecovered.cgi,O,I-Capabilities
13362,to,O,I-Capabilities
13362,retrieve,O,I-Capabilities
13362,the,O,I-Capabilities
13362,credentials,O,I-Capabilities
15452,the,O,B-Vulnerability
15452,issue,O,I-Vulnerability
15452,I,O,B-Person
15452,found,B-DiscoverVulnerability,O
15452,passwordrecovered.cgi,O,B-Capabilities
15452,will,O,I-Capabilities
15452,give,O,I-Capabilities
15452,out,O,I-Capabilities
15452,the,O,I-Capabilities
15452,credentials,O,I-Capabilities
15657,I,O,B-Person
15657,both,O,B-Vulnerability
15657,bugs,O,I-Vulnerability
15657,NETGEAR,O,B-Device
15657,models,O,I-Device
15657,I,O,B-Person
15657,found,B-DiscoverVulnerability,O
15657,second,O,B-Vulnerability
15657,bug,O,I-Vulnerability
15657,models,O,B-Device
15799,The,O,B-Vulnerability
15799,vulnerabilities,O,I-Vulnerability
15799,have,B-DiscoverVulnerability,O
15799,been,I-DiscoverVulnerability,O
15799,assigned,I-DiscoverVulnerability,O
15799,CVE-2017-5521,O,B-CVE
15799,TWSL2017-003,O,B-CVE
15906,we,O,B-Person
15906,both,B-DiscoverVulnerability,O
15906,findings,I-DiscoverVulnerability,O
15906,NETGEAR,O,B-Organization
15906,April,O,B-Time
15906,2016,O,I-Time
15946,models,O,B-Device
15946,listed,B-DiscoverVulnerability,O
15946,as,I-DiscoverVulnerability,O
15946,vulnerable,I-DiscoverVulnerability,O
15946,the,O,B-Vulnerability
15946,vulnerability,O,I-Vulnerability
15946,latest,O,B-Software
15946,firmware,O,I-Software
15980,it,O,B-Device
15980,was,B-PatchVulnerability,O
15980,fixed,I-PatchVulnerability,O
15980,a,O,B-Patch
15980,different,O,I-Patch
15980,patch,O,I-Patch
15980,cycle,O,I-Patch
16011,models,O,B-Device
16011,were,B-DiscoverVulnerability,O
16011,vulnerable,I-DiscoverVulnerability,O
16011,latest,O,B-Version
16011,firmware,O,I-Version
16011,version,O,I-Version
16036,June,O,B-Time
16036,NETGEAR,O,B-Organization
16036,provided,B-PatchVulnerability,O
16036,a,O,B-Patch
16036,fix,O,I-Patch
16036,vulnerable,O,B-Device
16036,routers,O,I-Device
16072,models,O,B-Device
16072,are,B-PatchVulnerability,O
16072,patched,I-PatchVulnerability,O
16072,models,O,B-Device
16072,listed,B-DiscoverVulnerability,O
16072,as,I-DiscoverVulnerability,O
16072,vulnerable,I-DiscoverVulnerability,O
16072,listed,B-DiscoverVulnerability,O
16072,as,I-DiscoverVulnerability,O
16072,not,I-DiscoverVulnerability,O
16072,vulnerable,I-DiscoverVulnerability,O
16086,models,O,B-Device
16086,listed,B-DiscoverVulnerability,O
16086,as,I-DiscoverVulnerability,O
16086,not,I-DiscoverVulnerability,O
16086,vulnerable,I-DiscoverVulnerability,O
16086,DGN2200v4,O,B-Version
16100,NETGEAR,O,B-Organization
16100,them,O,B-Organization
16100,to,B-PatchVulnerability,O
16100,patch,I-PatchVulnerability,O
16100,more,O,B-Device
16100,models,O,I-Device
16112,we,O,B-Organization
16112,have,B-DiscoverVulnerability,O
16112,found,I-DiscoverVulnerability,O
16112,vulnerable,O,B-Device
16112,models,O,I-Device
16122,We,O,B-Organization
16122,discovered,B-DiscoverVulnerability,O
16122,the,O,B-Device
16122,Lenovo,O,I-Device
16122,R3220,O,I-Device
16122,router,O,I-Device
16122,NETGEAR,O,B-Software
16122,firmware,O,I-Software
16122,it,O,B-Device
16122,was,B-DiscoverVulnerability,O
16122,vulnerable,I-DiscoverVulnerability,O
16130,we,O,B-Organization
16130,disclose,B-DiscoverVulnerability,O
16130,these,O,B-Vulnerability
16130,vulnerabilities,O,I-Vulnerability
16137,third-party,O,B-Person
16137,vulnerability,O,I-Person
16137,researchers,O,I-Person
16137,responsibly,B-DiscoverVulnerability,O
16137,disclose,I-DiscoverVulnerability,O
16137,NETGEAR,O,B-Organization
16149,NETGEAR,O,B-Organization
16149,patching,B-PatchVulnerability,O
16149,these,O,B-Vulnerability
16149,vulnerabilities,O,I-Vulnerability
16165,We,O,B-Organization
16165,have,B-DiscoverVulnerability,O
16165,found,I-DiscoverVulnerability,O
16165,vulnerable,O,B-Device
16165,devices,O,I-Device
16165,remotely,O,B-Capabilities
16165,accessible,O,I-Capabilities
2586,emails,O,B-File
2586,pretend,B-Phishing,O
2586,to,I-Phishing,O
2586,be,I-Phishing,O
2586,payment,O,B-File
2586,receipts,O,I-File
12171,will,B-Ransom,O
12171,display,I-Ransom,O
12171,the,O,B-File
12171,ransom,O,I-File
12171,note,O,I-File
12171,the,O,B-Person
12171,victim,O,I-Person
12171,they,O,B-Person
12171,have,O,B-Capabilities
12171,been,O,I-Capabilities
12171,infected,O,I-Capabilities
824,Media,O,B-Organization
824,Prima,O,I-Organization
824,Berhad,O,I-Organization
824,computer,O,B-System
824,systems,O,I-System
824,have,O,B-Capabilities
824,been,O,I-Capabilities
824,locked,O,I-Capabilities
824,out,O,I-Capabilities
824,cyber,O,B-Person
824,attackers,O,I-Person
824,are,B-Ransom,O
824,demanding,I-Ransom,O
824,millions,O,B-Money
824,of,O,I-Money
824,ringgit,O,I-Money
824,ransom,B-Ransom,O
1823,media,O,B-Organization
1823,company,O,I-Organization
1823,digital,O,B-Organization
1823,media,O,I-Organization
1823,companies,O,I-Organization
1823,was,B-Ransom,O
1823,hit,I-Ransom,O
1823,by,I-Ransom,O
1823,a,I-Ransom,O
1823,ransomware,I-Ransom,O
1823,attack,I-Ransom,O
1823,last,O,B-Time
1823,Thursday,O,I-Time
1823,(,O,I-Time
1823,Nov,O,I-Time
2822,Ransomware,O,B-Malware
2822,malicious,O,B-Malware
2822,software,O,I-Malware
2822,(,O,I-Malware
2822,designed,O,B-Capabilities
2822,to,O,I-Capabilities
2822,block,O,I-Capabilities
2822,access,O,I-Capabilities
2822,computer,O,B-System
2822,system,O,I-System
2822,money,B-Ransom,O
2822,is,I-Ransom,O
2822,paid,I-Ransom,O
3817,attackers,O,B-Person
3817,are,B-Ransom,O
3817,demanding,I-Ransom,O
3817,"1,000",O,B-Money
3817,bitcoins,O,I-Money
3817,the,O,B-System
3817,computer,O,I-System
3817,systems,O,I-System
4802,the,O,B-Person
4802,attackers,O,I-Person
4802,are,B-Ransom,O
4802,demanding,I-Ransom,O
4802,a,I-Ransom,O
4802,ransom,I-Ransom,O
4802,RM,O,B-Money
4802,26.42,O,I-Money
4802,S$,O,B-Money
4802,8.71,O,I-Money
7650,company,O,B-Organization
7650,has,B-Ransom,O
7650,been,I-Ransom,O
7650,hit,I-Ransom,O
7650,ransomware,O,B-Malware
9418,Media,O,B-Organization
9418,Prima,O,I-Organization
9418,data,O,B-Data
9418,has,B-Databreach,O
9418,been,I-Databreach,O
9418,breached,I-Databreach,O
9418,media,O,B-Organization
9418,group,O,I-Organization
9418,ransomware,B-Ransom,O
9418,attack,I-Ransom,O
11001,Media,O,B-Organization
11001,Prima,O,I-Organization
11001,pay,B-Ransom,O
11001,the,I-Ransom,O
11001,ransom,I-Ransom,O
546,January,O,B-Time
546,2013,O,I-Time
546,researchers,O,B-Person
546,unearthed,B-DiscoverVulnerability,O
546,a,O,B-Vulnerability
546,remote,O,I-Vulnerability
546,root,O,I-Vulnerability
546,access,O,I-Vulnerability
546,vulnerability,O,I-Vulnerability
546,Cisco,O,B-Device
546,Linksys,O,I-Device
546,(,O,I-Device
546,now,O,I-Device
546,Belkin,O,I-Device
1545,The,O,B-Vulnerability
1545,flaw,O,I-Vulnerability
1545,was,B-DiscoverVulnerability,O
1545,actually,I-DiscoverVulnerability,O
1545,found,I-DiscoverVulnerability,O
1545,Broadcom,O,B-Organization
1545,UPnP,O,B-System
1545,implementation,O,I-System
1545,routers,O,B-Device
1545,the,O,B-Person
1545,researchers,O,I-Person
1545,extended,B-DiscoverVulnerability,O
1545,vulnerable,O,B-Device
1545,routers,O,I-Device
1545,encompass,O,B-Device
1545,devices,O,I-Device
1545,ASUS,O,B-Organization
1545,D-Link,O,B-Organization
1545,Zyxel,O,B-Organization
1545,US,O,B-Organization
1545,Robotics,O,I-Organization
1545,TP-Link,O,B-Organization
1545,Netgear,O,B-Organization
2544,Cisco,O,B-Organization
2544,fixed,B-PatchVulnerability,O
2544,the,O,B-Vulnerability
2544,vulnerability,O,I-Vulnerability
3541,DefenseCode,O,B-Organization
3541,first,B-DiscoverVulnerability,O
3541,came,I-DiscoverVulnerability,O
3541,out,I-DiscoverVulnerability,O
3541,the,O,B-Vulnerability
3541,vulnerability,O,I-Vulnerability
3541,2013,O,B-Time
3541,Rapid7,O,B-Person
3541,researchers,O,I-Person
3541,found,B-DiscoverVulnerability,O
3541,flaws,O,B-Vulnerability
3541,UPnP,O,B-System
3541,implementations,O,I-System
3541,revealed,B-DiscoverVulnerability,O
3541,devices,O,B-Device
3541,a,O,B-System
3541,vulnerable,O,I-System
3541,Broadcom,O,I-System
3541,UPnP,O,I-System
3541,implementation,O,I-System
4532,these,O,B-Device
4532,devices,O,I-Device
4532,are,B-DiscoverVulnerability,O
4532,still,I-DiscoverVulnerability,O
4532,vulnerable,I-DiscoverVulnerability,O
6467,patching,B-PatchVulnerability,O
7398,manufacturers,O,B-Organization
7398,pushed,B-PatchVulnerability,O
7398,out,I-PatchVulnerability,O
7398,a,O,B-Patch
7398,patch,O,I-Patch
102,Ransomware,O,B-Malware
102,is,B-Ransom,O
102,costing,I-Ransom,O
102,UK,O,B-Organization
102,companies,O,I-Organization
102,Â£,O,B-Money
102,346,O,I-Money
102,every,O,B-Time
102,year,O,I-Time
102,Britain,O,B-Organization
102,the,B-Ransom,O
102,cyber,I-Ransom,O
102,attacks,I-Ransom,O
1101,mid-large,O,B-Organization
1101,UK,O,I-Organization
1101,business,O,I-Organization
1101,five,B-Ransom,O
1101,ransomware,I-Ransom,O
1101,attacks,I-Ransom,O
1101,the,O,B-Time
1101,last,O,I-Time
1101,year,O,I-Time
4092,the,O,B-Organization
4092,UK,O,I-Organization
4092,pay,B-Ransom,O
4092,ransom,I-Ransom,O
4092,demands,I-Ransom,O
6039,ransomware,O,B-Malware
6039,is,B-Ransom,O
6039,costing,I-Ransom,O
6039,individual,O,B-Organization
6039,businesses,O,I-Organization
6039,Â£,O,B-Money
8784,ransomware,B-Ransom,O
8784,attacks,I-Ransom,O
10434,phishing,B-Phishing,O
10434,engineer,O,B-Person
10434,employees,O,I-Person
10434,infiltrated,O,B-Purpose
10434,the,O,I-Purpose
10434,business,O,I-Purpose
11855,businesses,O,B-Organization
11855,the,B-Ransom,O
11855,ransom,I-Ransom,O
11855,demand,I-Ransom,O
12989,companies,O,B-Organization
12989,ransomware,B-Ransom,O
12989,demands,I-Ransom,O
12989,patching,B-PatchVulnerability,O
12989,vulnerable,O,B-System
12989,systems,O,I-System
13458,ransomware,B-Ransom,O
13458,attacks,I-Ransom,O
116,An,O,B-Organization
116,Indiana,O,I-Organization
116,hospital,O,I-Organization
116,paid,B-Ransom,O
116,a,I-Ransom,O
116,ransom,I-Ransom,O
116,$,O,B-Money
116,ransomware,O,B-Malware
116,had,O,B-Capabilities
116,infected,O,I-Capabilities
116,its,O,I-Capabilities
116,systems,O,I-Capabilities
116,was,O,B-Capabilities
116,hindering,O,I-Capabilities
116,operations,O,I-Capabilities
116,last,O,B-Time
116,week,O,I-Time
7912,Hospital,O,B-Organization
7912,pay,B-Ransom,O
7912,ransom,I-Ransom,O
7912,demand,I-Ransom,O
8798,The,O,B-Organization
8798,hospital,O,I-Organization
8798,it,O,B-Organization
8798,pay,B-Ransom,O
8798,the,I-Ransom,O
8798,ransom,I-Ransom,O
8798,demand,I-Ransom,O
8798,4,O,B-Money
8798,Bitcoin,O,I-Money
8798,$,O,B-Money
8798,the,O,B-Organization
8798,hospital,O,I-Organization
8798,paid,B-Ransom,O
8798,Saturday,O,B-Time
8798,morning,O,I-Time
10446,they,O,B-Organization
10446,paying,B-Ransom,O
10446,the,I-Ransom,O
10446,ransom,I-Ransom,O
4105,ransomware,B-Ransom,O
4105,attacks,I-Ransom,O
6992,Ransomware,O,B-Malware
6992,locks,O,B-Capabilities
6992,or,O,I-Capabilities
6992,encrypts,O,I-Capabilities
6992,a,O,I-Capabilities
6992,computer,O,I-Capabilities
6992,user,O,I-Capabilities
6992,'s,O,I-Capabilities
6992,data,O,I-Capabilities
6992,and,O,I-Capabilities
6992,holding,O,B-Capabilities
6992,it,O,I-Capabilities
6992,hostage,O,I-Capabilities
7911,a,O,B-Person
7911,hacker,O,I-Person
7911,demand,B-Ransom,O
7911,a,I-Ransom,O
7911,ransom,I-Ransom,O
7911,payment,I-Ransom,O
8797,Ransomware,B-Ransom,O
8797,attacks,I-Ransom,O
8797,2016,O,B-Time
8797,2015,O,B-Time
9646,National,O,B-Organization
9646,Health,O,I-Organization
9646,Service,O,I-Organization
9646,were,B-Ransom,O
9646,impacted,I-Ransom,O
9646,the,O,B-Malware
9646,ransomware,O,I-Malware
9646,WannaCry,O,B-Malware
10445,victims,O,B-Person
10445,make,B-Ransom,O
10445,a,I-Ransom,O
10445,payment,I-Ransom,O
10445,bitcoin,O,B-PaymentMethod
11187,Hackers,O,B-Person
11187,demand,B-Ransom,O
11187,the,I-Ransom,O
11187,ransom,I-Ransom,O
11187,cryptocurrency,O,B-PaymentMethod
11866,I,O,B-Person
11866,take,O,B-Capabilities
11866,over,O,I-Capabilities
11866,your,O,I-Capabilities
11866,computer,O,I-Capabilities
11866,or,O,I-Capabilities
11866,personal,O,I-Capabilities
11866,information,O,I-Capabilities
11866,hold,O,B-Capabilities
11866,it,O,I-Capabilities
11866,ransom,B-Ransom,O
11866,force,B-Ransom,O
11866,you,O,B-Person
11866,pay,B-Ransom,O
11866,me,O,B-Person
13468,WannaCry,O,B-Malware
13468,the,O,B-Person
13468,hackers,O,I-Person
13468,asked,B-Ransom,O
13468,for,I-Ransom,O
13468,$,O,B-Money
13468,worth,O,B-PaymentMethod
13468,of,O,I-PaymentMethod
13468,bitcoin,O,I-PaymentMethod
13468,victims,O,B-Person
13468,they,O,B-Person
13468,over,O,B-Time
13468,72,O,I-Time
